Invoice_No,Stock_Code,Description,Category,Quantity,Invoice_Date,Unit_Price,Customer_ID,Country,Total_Spend
INV-101435,SKU-105,Smart Fitness Tracker Band,Wearables,1,2023-08-26 00:00:00,59.99,CUST-1443,Canada,59.99
INV-101436,SKU-105,Smart Fitness Tracker Band,Wearables,1,2024-01-07 00:00:00,59.99,CUST-1154,United States,59.99
INV-101437,SKU-102,Ergonomic Office Chair,Furniture,2,2024-04-30 00:00:00,229.0,CUST-1446,Australia,458.0
INV-101438,SKU-107,Organic Cotton Throw Blanket,Home,1,2023-01-25 00:00:00,45.0,CUST-1266,United States,45.0
INV-101439,SKU-106,USB-C Multiport Adapter,Accessories,3,2023-06-05 00:00:00,34.5,CUST-1050,Germany,103.5
INV-101440,SKU-101,Wireless Noise-Canceling Headphones,Audio,1,2024-05-31 00:00:00,149.99,CUST-1034,United Kingdom,149.99
INV-101441,SKU-104,Stainless Steel Water Bottle,Lifestyle,2,2024-06-13 00:00:00,24.99,CUST-1194,United States,49.98
INV-101442,SKU-103,Mechanical Gaming Keyboard,Peripherals,8,2023-02-26 00:00:00,89.5,CUST-1441,Germany,716.0
INV-101443,SKU-103,Mechanical Gaming Keyboard,Peripherals,1,2023-01-19 00:00:00,89.5,CUST-1395,France,89.5
INV-101444,SKU-107,Organic Cotton Throw Blanket,Home,4,2024-01-19 00:00:00,45.0,CUST-1441,United States,180.0
INV-101445,SKU-110,LED Desk Lamp with Wireless Charging,Lighting,1,2023-07-12 00:00:00,49.99,CUST-1275,Australia,49.99
INV-101446,SKU-104,Stainless Steel Water Bottle,Lifestyle,1,2023-08-25 00:00:00,24.99,CUST-1248,United Kingdom,24.99
INV-101447,SKU-108,Portable Espresso Maker,Kitchen,3,2024-01-22 00:00:00,79.99,CUST-1076,Canada,239.97
INV-101448,SKU-109,Laptop Stand Aluminum,Accessories,4,2024-03-01 00:00:00,39.99,CUST-1192,United States,159.96
INV-101449,SKU-103,Mechanical Gaming Keyboard,Peripherals,1,2023-10-04 00:00:00,89.5,CUST-1247,United Kingdom,89.5
INV-101450,SKU-105,Smart Fitness Tracker Band,Wearables,1,2023-08-15 00:00:00,59.99,CUST-1051,Australia,59.99
INV-101451,SKU-104,Stainless Steel Water Bottle,Lifestyle,2,2023-11-19 00:00:00,24.99,CUST-1134,United States,49.98
INV-101452,SKU-110,LED Desk Lamp with Wireless Charging,Lighting,3,2023-06-02 00:00:00,49.99,CUST-1331,United Kingdom,149.97
INV-101453,SKU-106,USB-C Multiport Adapter,Accessories,1,2023-08-25 00:00:00,34.5,CUST-1408,United States,34.5
INV-101454,SKU-110,LED Desk Lamp with Wireless Charging,Lighting,3,2023-02-24 00:00:00,49.99,CUST-1499,United States,149.97
INV-101455,SKU-104,Stainless Steel Water Bottle,Lifestyle,1,2024-03-11 00:00:00,24.99,CUST-1478,Germany,24.99
INV-101456,SKU-108,Portable Espresso Maker,Kitchen,1,2023-04-19 00:00:00,79.99,CUST-1366,Germany,79.99
INV-101457,SKU-103,Mechanical Gaming Keyboard,Peripherals,1,2023-07-03 00:00:00,89.5,CUST-1245,United Kingdom,89.5
INV-101458,SKU-105,Smart Fitness Tracker Band,Wearables,1,2024-01-03 00:00:00,59.99,CUST-1364,United States,59.99
INV-101459,SKU-101,Wireless Noise-Canceling Headphones,Audio,5,2023-07-17 00:00:00,149.99,CUST-1441,United States,749.95
INV-101460,SKU-106,USB-C Multiport Adapter,Accessories,1,2024-01-06 00:00:00,34.5,CUST-1069,United States,34.5
INV-101461,SKU-105,Smart Fitness Tracker Band,Wearables,5,2024-01-08 00:00:00,59.99,CUST-1241,United Kingdom,299.95
INV-101462,SKU-108,Portable Espresso Maker,Kitchen,1,2024-05-11 00:00:00,79.99,CUST-1450,Australia,79.99
INV-101463,SKU-109,Laptop Stand Aluminum,Accessories,2,2023-07-20 00:00:00,39.99,CUST-1226,Canada,79.98
INV-101464,SKU-108,Portable Espresso Maker,Kitchen,3,2024-05-23 00:00:00,79.99,CUST-1313,United States,239.97
INV-101465,SKU-108,Portable Espresso Maker,Kitchen,2,2023-11-18 00:00:00,79.99,CUST-1324,Australia,159.98
INV-101466,SKU-103,Mechanical Gaming Keyboard,Peripherals,2,2023-10-02 00:00:00,89.5,CUST-1112,United Kingdom,179.0
INV-101467,SKU-104,Stainless Steel Water Bottle,Lifestyle,1,2023-07-30 00:00:00,24.99,CUST-1217,Germany,24.99
INV-101468,SKU-104,Stainless Steel Water Bottle,Lifestyle,3,2024-05-18 00:00:00,24.99,CUST-1195,United States,74.97
INV-101469,SKU-105,Smart Fitness Tracker Band,Wearables,3,2023-04-28 00:00:00,59.99,CUST-1011,Germany,179.97
INV-101470,SKU-109,Laptop Stand Aluminum,Accessories,1,2023-02-11 00:00:00,39.99,CUST-1011,United States,39.99
INV-101471,SKU-109,Laptop Stand Aluminum,Accessories,3,2023-11-11 00:00:00,39.99,CUST-1446,United States,119.97
INV-101472,SKU-110,LED Desk Lamp with Wireless Charging,Lighting,1,2023-11-25 00:00:00,49.99,CUST-1154,United States,49.99
INV-101473,SKU-101,Wireless Noise-Canceling Headphones,Audio,1,2023-01-17 00:00:00,149.99,CUST-1276,United States,149.99
INV-101474,SKU-108,Portable Espresso Maker,Kitchen,3,2023-10-10 00:00:00,79.99,CUST-1176,United States,239.97
INV-101475,SKU-101,Wireless Noise-Canceling Headphones,Audio,1,2023-09-15 00:00:00,149.99,CUST-1481,United States,149.99
INV-101476,SKU-102,Ergonomic Office Chair,Furniture,3,2023-01-19 00:00:00,229.0,CUST-1150,United States,687.0
INV-101477,SKU-107,Organic Cotton Throw Blanket,Home,1,2024-06-12 00:00:00,45.0,CUST-1247,Germany,45.0
INV-101478,SKU-108,Portable Espresso Maker,Kitchen,1,2024-02-27 00:00:00,79.99,CUST-1469,United States,79.99
INV-101479,SKU-101,Wireless Noise-Canceling Headphones,Audio,1,2024-04-10 00:00:00,149.99,CUST-1453,United Kingdom,149.99
INV-101480,SKU-103,Mechanical Gaming Keyboard,Peripherals,1,2024-01-08 00:00:00,89.5,CUST-1112,United States,89.5
INV-101481,SKU-107,Organic Cotton Throw Blanket,Home,2,2023-03-22 00:00:00,45.0,CUST-1441,France,90.0
INV-101482,SKU-109,Laptop Stand Aluminum,Accessories,1,2024-02-28 00:00:00,39.99,CUST-1256,France,39.99
INV-101483,SKU-108,Portable Espresso Maker,Kitchen,1,2024-03-04 00:00:00,79.99,CUST-1261,United States,79.99
INV-101484,SKU-108,Portable Espresso Maker,Kitchen,1,2024-01-23 00:00:00,79.99,CUST-1069,United Kingdom,79.99
INV-101485,SKU-109,Laptop Stand Aluminum,Accessories,1,2023-07-23 00:00:00,39.99,CUST-1050,United States,39.99
INV-101486,SKU-110,LED Desk Lamp with Wireless Charging,Lighting,2,2023-07-15 00:00:00,49.99,CUST-1403,France,99.98
INV-101487,SKU-103,Mechanical Gaming Keyboard,Peripherals,1,2023-10-12 00:00:00,89.5,CUST-1265,United Kingdom,89.5
INV-101488,SKU-108,Portable Espresso Maker,Kitchen,2,2023-07-15 00:00:00,79.99,CUST-1247,United States,159.98
INV-101489,SKU-101,Wireless Noise-Canceling Headphones,Audio,4,2023-11-03 00:00:00,149.99,CUST-1405,United States,599.96
INV-101490,SKU-108,Portable Espresso Maker,Kitchen,2,2023-01-14 00:00:00,79.99,CUST-1421,United States,159.98
INV-101491,SKU-107,Organic Cotton Throw Blanket,Home,3,2023-05-26 00:00:00,45.0,CUST-1088,United States,135.0
INV-101492,SKU-108,Portable Espresso Maker,Kitchen,1,2023-02-26 00:00:00,79.99,CUST-1348,Germany,79.99
INV-101493,SKU-101,Wireless Noise-Canceling Headphones,Audio,1,2023-07-29 00:00:00,149.99,CUST-1069,United Kingdom,149.99
INV-101494,SKU-106,USB-C Multiport Adapter,Accessories,4,2024-06-12 00:00:00,34.5,CUST-1412,United States,138.0
INV-101495,SKU-107,Organic Cotton Throw Blanket,Home,2,2023-12-10 00:00:00,45.0,CUST-1376,United States,90.0
INV-101496,SKU-105,Smart Fitness Tracker Band,Wearables,2,2023-10-06 00:00:00,59.99,CUST-1488,United States,119.98
INV-101497,SKU-105,Smart Fitness Tracker Band,Wearables,2,2023-07-28 00:00:00,59.99,CUST-1043,United States,119.98
INV-101498,SKU-107,Organic Cotton Throw Blanket,Home,1,2023-12-01 00:00:00,45.0,CUST-1034,Canada,45.0
INV-101499,SKU-103,Mechanical Gaming Keyboard,Peripherals,1,2023-10-15 00:00:00,89.5,CUST-1156,United States,89.5
INV-101500,SKU-106,USB-C Multiport Adapter,Accessories,2,2023-09-09 00:00:00,34.5,CUST-1154,United Kingdom,69.0
INV-101501,SKU-107,Organic Cotton Throw Blanket,Home,2,2023-09-22 00:00:00,45.0,CUST-1140,United States,90.0
INV-101502,SKU-101,Wireless Noise-Canceling Headphones,Audio,1,2023-09-28 00:00:00,149.99,CUST-1475,United States,149.99
INV-101503,SKU-102,Ergonomic Office Chair,Furniture,4,2024-02-23 00:00:00,229.0,CUST-1140,Germany,916.0
INV-101504,SKU-104,Stainless Steel Water Bottle,Lifestyle,1,2023-07-30 00:00:00,24.99,CUST-1154,United Kingdom,24.99
INV-101505,SKU-108,Portable Espresso Maker,Kitchen,1,2023-12-31 00:00:00,79.99,CUST-1418,United States,79.99
INV-101506,SKU-110,LED Desk Lamp with Wireless Charging,Lighting,3,2023-03-17 00:00:00,49.99,CUST-1249,United Kingdom,149.97
INV-101507,SKU-106,USB-C Multiport Adapter,Accessories,2,2023-11-17 00:00:00,34.5,CUST-1432,United Kingdom,69.0
INV-101508,SKU-101,Wireless Noise-Canceling Headphones,Audio,1,2024-03-08 00:00:00,149.99,CUST-1038,United States,149.99
INV-101509,SKU-110,LED Desk Lamp with Wireless Charging,Lighting,1,2023-04-19 00:00:00,49.99,,United Kingdom,49.99
INV-101510,SKU-105,Smart Fitness Tracker Band,Wearables,1,2024-06-05 00:00:00,59.99,CUST-1017,Germany,59.99
INV-101511,SKU-107,Organic Cotton Throw Blanket,Home,2,2023-02-16 00:00:00,45.0,CUST-1035,United States,90.0
INV-101512,SKU-106,USB-C Multiport Adapter,Accessories,1,2024-01-14 00:00:00,34.5,CUST-1475,United Kingdom,34.5
INV-101513,SKU-109,Laptop Stand Aluminum,Accessories,3,2023-04-06 00:00:00,39.99,CUST-1070,United States,119.97
INV-101514,SKU-108,Portable Espresso Maker,Kitchen,5,2023-04-13 00:00:00,79.99,CUST-1287,United States,399.95
INV-101515,SKU-104,Stainless Steel Water Bottle,Lifestyle,3,2023-05-26 00:00:00,24.99,CUST-1241,United Kingdom,74.97
INV-101516,SKU-105,Smart Fitness Tracker Band,Wearables,1,2023-01-27 00:00:00,59.99,CUST-1200,Australia,59.99
INV-101517,SKU-107,Organic Cotton Throw Blanket,Home,2,2024-06-13 00:00:00,45.0,CUST-1475,Australia,90.0
INV-101518,SKU-108,Portable Espresso Maker,Kitchen,1,2023-03-23 00:00:00,79.99,CUST-1011,United States,79.99
INV-101519,SKU-105,Smart Fitness Tracker Band,Wearables,1,2024-03-03 00:00:00,59.99,CUST-1383,United States,59.99
INV-101520,SKU-109,Laptop Stand Aluminum,Accessories,1,2024-04-23 00:00:00,39.99,CUST-1491,United Kingdom,39.99
INV-101521,SKU-110,LED Desk Lamp with Wireless Charging,Lighting,1,2023-06-11 00:00:00,49.99,CUST-1306,United States,49.99
INV-101522,SKU-104,Stainless Steel Water Bottle,Lifestyle,4,2024-02-06 00:00:00,24.99,CUST-1478,Canada,99.96
INV-101523,SKU-104,Stainless Steel Water Bottle,Lifestyle,1,2024-05-22 00:00:00,24.99,CUST-1034,Germany,24.99
INV-101524,SKU-108,Portable Espresso Maker,Kitchen,1,2023-02-07 00:00:00,79.99,CUST-1242,Australia,79.99
INV-101525,SKU-101,Wireless Noise-Canceling Headphones,Audio,8,2024-05-25 00:00:00,149.99,CUST-1151,United States,1199.92
INV-101526,SKU-108,Portable Espresso Maker,Kitchen,1,2024-01-28 00:00:00,79.99,CUST-1405,United States,79.99
INV-101527,SKU-105,Smart Fitness Tracker Band,Wearables,2,2024-05-08 00:00:00,59.99,CUST-1499,Canada,119.98
INV-101528,SKU-101,Wireless Noise-Canceling Headphones,Audio,1,2023-07-19 00:00:00,149.99,CUST-1150,Germany,149.99
INV-101529,SKU-104,Stainless Steel Water Bottle,Lifestyle,1,2023-09-12 00:00:00,24.99,CUST-1373,Australia,24.99
INV-101530,SKU-102,Ergonomic Office Chair,Furniture,4,2023-06-28 00:00:00,229.0,CUST-1118,United States,916.0
INV-101531,SKU-104,Stainless Steel Water Bottle,Lifestyle,1,2024-01-24 00:00:00,24.99,CUST-1313,United Kingdom,24.99
INV-101532,SKU-108,Portable Espresso Maker,Kitchen,1,2024-02-02 00:00:00,79.99,CUST-1258,United Kingdom,79.99
INV-101533,SKU-105,Smart Fitness Tracker Band,Wearables,1,2023-06-07 00:00:00,59.99,CUST-1498,United States,59.99
INV-101534,SKU-101,Wireless Noise-Canceling Headphones,Audio,1,2023-01-04 00:00:00,149.99,CUST-1345,United Kingdom,149.99
INV-101535,SKU-107,Organic Cotton Throw Blanket,Home,1,2023-06-16 00:00:00,45.0,CUST-1203,United Kingdom,45.0
INV-101536,SKU-101,Wireless Noise-Canceling Headphones,Audio,1,2024-04-12 00:00:00,149.99,CUST-1067,United States,149.99
INV-101537,SKU-109,Laptop Stand Aluminum,Accessories,1,2024-02-13 00:00:00,39.99,CUST-1080,United States,39.99
INV-101538,SKU-103,Mechanical Gaming Keyboard,Peripherals,2,2024-02-16 00:00:00,89.5,CUST-1134,Germany,179.0
INV-101539,SKU-103,Mechanical Gaming Keyboard,Peripherals,1,2023-07-23 00:00:00,89.5,CUST-1140,United Kingdom,89.5
INV-101540,SKU-106,USB-C Multiport Adapter,Accessories,1,2023-07-13 00:00:00,34.5,CUST-1462,Australia,34.5
INV-101541,SKU-110,LED Desk Lamp with Wireless Charging,Lighting,1,2023-08-23 00:00:00,49.99,CUST-1308,United States,49.99
INV-101542,SKU-106,USB-C Multiport Adapter,Accessories,4,2023-05-30 00:00:00,34.5,CUST-1279,United States,138.0
INV-101543,SKU-106,USB-C Multiport Adapter,Accessories,4,2023-06-08 00:00:00,34.5,CUST-1067,India,138.0
INV-101544,SKU-101,Wireless Noise-Canceling Headphones,Audio,2,2023-10-06 00:00:00,149.99,CUST-1464,Australia,299.98
INV-101545,SKU-105,Smart Fitness Tracker Band,Wearables,4,2024-02-08 00:00:00,59.99,CUST-1401,United States,239.96
INV-101546,SKU-106,USB-C Multiport Adapter,Accessories,1,2023-11-07 00:00:00,34.5,CUST-1043,Canada,34.5
INV-101547,SKU-108,Portable Espresso Maker,Kitchen,1,2023-03-09 00:00:00,79.99,CUST-1395,United States,79.99
INV-101548,SKU-101,Wireless Noise-Canceling Headphones,Audio,2,2024-04-07 00:00:00,149.99,CUST-1303,United States,299.98
INV-101549,SKU-105,Smart Fitness Tracker Band,Wearables,2,2023-03-29 00:00:00,59.99,CUST-1050,United States,119.98
INV-101550,SKU-103,Mechanical Gaming Keyboard,Peripherals,1,2023-08-05 00:00:00,89.5,CUST-1256,United States,89.5
INV-101551,SKU-102,Ergonomic Office Chair,Furniture,1,2023-01-01 00:00:00,229.0,CUST-1261,Canada,229.0
INV-101552,SKU-108,Portable Espresso Maker,Kitchen,10,2023-05-15 00:00:00,79.99,CUST-1093,Germany,799.9
INV-101553,SKU-107,Organic Cotton Throw Blanket,Home,3,2023-12-17 00:00:00,45.0,CUST-1485,India,135.0
INV-101554,SKU-110,LED Desk Lamp with Wireless Charging,Lighting,1,2023-05-20 00:00:00,49.99,CUST-1462,Germany,49.99
INV-101555,SKU-107,Organic Cotton Throw Blanket,Home,2,2023-05-13 00:00:00,45.0,CUST-1384,United States,90.0
INV-101556,SKU-105,Smart Fitness Tracker Band,Wearables,1,2023-06-27 00:00:00,59.99,CUST-1257,Germany,59.99
INV-101557,SKU-109,Laptop Stand Aluminum,Accessories,1,2023-12-24 00:00:00,39.99,CUST-1241,India,39.99
INV-101558,SKU-105,Smart Fitness Tracker Band,Wearables,1,2024-01-15 00:00:00,59.99,CUST-1367,Germany,59.99
INV-101559,SKU-102,Ergonomic Office Chair,Furniture,1,2024-03-25 00:00:00,229.0,CUST-1304,Canada,229.0
INV-101560,SKU-103,Mechanical Gaming Keyboard,Peripherals,1,2024-04-07 00:00:00,89.5,CUST-1035,France,89.5
INV-101561,SKU-104,Stainless Steel Water Bottle,Lifestyle,3,2023-04-18 00:00:00,24.99,CUST-1273,United States,74.97
INV-101562,SKU-105,Smart Fitness Tracker Band,Wearables,1,2023-05-02 00:00:00,59.99,CUST-1444,Germany,59.99
INV-101563,SKU-103,Mechanical Gaming Keyboard,Peripherals,1,2023-01-17 00:00:00,89.5,CUST-1256,Australia,89.5
INV-101564,SKU-107,Organic Cotton Throw Blanket,Home,1,2023-07-15 00:00:00,45.0,CUST-1034,France,45.0
INV-101565,SKU-105,Smart Fitness Tracker Band,Wearables,1,2023-11-23 00:00:00,59.99,CUST-1441,United States,59.99
INV-101566,SKU-105,Smart Fitness Tracker Band,Wearables,4,2023-11-14 00:00:00,59.99,CUST-1118,United Kingdom,239.96
INV-101567,SKU-106,USB-C Multiport Adapter,Accessories,2,2024-04-23 00:00:00,34.5,CUST-1150,Germany,69.0
INV-101568,SKU-107,Organic Cotton Throw Blanket,Home,5,2023-09-09 00:00:00,45.0,CUST-1092,United States,225.0
INV-101569,SKU-110,LED Desk Lamp with Wireless Charging,Lighting,10,2024-05-17 00:00:00,49.99,CUST-1192,United Kingdom,499.9
INV-101570,SKU-110,LED Desk Lamp with Wireless Charging,Lighting,1,2023-04-29 00:00:00,49.99,CUST-1414,United States,49.99
INV-101571,SKU-108,Portable Espresso Maker,Kitchen,1,2024-05-12 00:00:00,79.99,CUST-1276,United States,79.99
INV-101572,SKU-109,Laptop Stand Aluminum,Accessories,3,2024-04-30 00:00:00,39.99,CUST-1120,United States,119.97
INV-101573,SKU-104,Stainless Steel Water Bottle,Lifestyle,10,2023-02-14 00:00:00,24.99,CUST-1471,United Kingdom,249.9
INV-101574,SKU-105,Smart Fitness Tracker Band,Wearables,2,2023-11-10 00:00:00,59.99,CUST-1471,United States,119.98
INV-101575,SKU-105,Smart Fitness Tracker Band,Wearables,2,2023-06-28 00:00:00,59.99,CUST-1469,United Kingdom,119.98
INV-101576,SKU-108,Portable Espresso Maker,Kitchen,2,2024-02-22 00:00:00,79.99,CUST-1139,United States,159.98
INV-101577,SKU-109,Laptop Stand Aluminum,Accessories,1,2023-03-19 00:00:00,39.99,CUST-1252,United States,39.99
INV-101578,SKU-107,Organic Cotton Throw Blanket,Home,1,2023-11-22 00:00:00,45.0,CUST-1499,United States,45.0
INV-101579,SKU-105,Smart Fitness Tracker Band,Wearables,3,2023-12-23 00:00:00,59.99,CUST-1427,United States,179.97
INV-101580,SKU-103,Mechanical Gaming Keyboard,Peripherals,2,2024-02-20 00:00:00,89.5,CUST-1011,United Kingdom,179.0
INV-101581,SKU-101,Wireless Noise-Canceling Headphones,Audio,1,2024-05-29 00:00:00,149.99,CUST-1038,Canada,149.99
INV-101582,SKU-109,Laptop Stand Aluminum,Accessories,1,2023-08-02 00:00:00,39.99,CUST-1258,United States,39.99
INV-101583,SKU-105,Smart Fitness Tracker Band,Wearables,1,2023-03-15 00:00:00,59.99,CUST-1475,United States,59.99
INV-101584,SKU-109,Laptop Stand Aluminum,Accessories,1,2024-05-23 00:00:00,39.99,CUST-1296,Germany,39.99
INV-101585,SKU-110,LED Desk Lamp with Wireless Charging,Lighting,4,2023-11-28 00:00:00,49.99,CUST-1265,United States,199.96
INV-101586,SKU-104,Stainless Steel Water Bottle,Lifestyle,1,2023-04-03 00:00:00,24.99,CUST-1055,France,24.99
INV-101587,SKU-105,Smart Fitness Tracker Band,Wearables,1,2024-06-02 00:00:00,59.99,CUST-1376,Germany,59.99
INV-101588,SKU-104,Stainless Steel Water Bottle,Lifestyle,1,2023-09-26 00:00:00,24.99,CUST-1446,United States,24.99
INV-101589,SKU-102,Ergonomic Office Chair,Furniture,2,2024-01-11 00:00:00,229.0,CUST-1226,United States,458.0
INV-101590,SKU-101,Wireless Noise-Canceling Headphones,Audio,1,2023-01-04 00:00:00,149.99,CUST-1431,United Kingdom,149.99
INV-101591,SKU-108,Portable Espresso Maker,Kitchen,1,2023-05-18 00:00:00,79.99,CUST-1494,United States,79.99
INV-101592,SKU-104,Stainless Steel Water Bottle,Lifestyle,1,2023-08-19 00:00:00,24.99,CUST-1120,United States,24.99
INV-101593,SKU-105,Smart Fitness Tracker Band,Wearables,1,2024-06-12 00:00:00,59.99,CUST-1279,United States,59.99
INV-101594,SKU-106,USB-C Multiport Adapter,Accessories,1,2023-02-21 00:00:00,34.5,CUST-1161,Canada,34.5
INV-101595,SKU-108,Portable Espresso Maker,Kitchen,1,2023-11-21 00:00:00,79.99,CUST-1441,United Kingdom,79.99
INV-101596,SKU-108,Portable Espresso Maker,Kitchen,5,2023-10-04 00:00:00,79.99,CUST-1315,United States,399.95
INV-101597,SKU-107,Organic Cotton Throw Blanket,Home,1,2024-06-19 00:00:00,45.0,CUST-1364,Germany,45.0
INV-101598,SKU-104,Stainless Steel Water Bottle,Lifestyle,1,2024-04-30 00:00:00,24.99,CUST-1441,United States,24.99
INV-101599,SKU-106,USB-C Multiport Adapter,Accessories,2,2024-05-30 00:00:00,34.5,CUST-1235,United Kingdom,69.0
INV-101600,SKU-104,Stainless Steel Water Bottle,Lifestyle,1,2023-06-01 00:00:00,24.99,CUST-1475,United States,24.99
INV-101601,SKU-107,Organic Cotton Throw Blanket,Home,2,2024-04-27 00:00:00,45.0,CUST-1289,United Kingdom,90.0
INV-101602,SKU-101,Wireless Noise-Canceling Headphones,Audio,1,2023-09-16 00:00:00,149.99,CUST-1088,India,149.99
INV-101603,SKU-105,Smart Fitness Tracker Band,Wearables,1,2023-11-20 00:00:00,59.99,CUST-1390,United States,59.99
INV-101604,SKU-110,LED Desk Lamp with Wireless Charging,Lighting,2,2023-06-17 00:00:00,49.99,CUST-1441,United States,99.98
INV-101605,SKU-110,LED Desk Lamp with Wireless Charging,Lighting,4,2023-11-06 00:00:00,49.99,CUST-1183,United States,199.96
INV-101606,SKU-104,Stainless Steel Water Bottle,Lifestyle,1,2024-04-23 00:00:00,24.99,CUST-1464,United States,24.99
INV-101607,SKU-107,Organic Cotton Throw Blanket,Home,1,2023-02-25 00:00:00,45.0,CUST-1475,United States,45.0
INV-101608,SKU-109,Laptop Stand Aluminum,Accessories,1,2024-04-17 00:00:00,39.99,CUST-1154,Canada,39.99
INV-101609,SKU-105,Smart Fitness Tracker Band,Wearables,4,2023-10-23 00:00:00,59.99,CUST-1499,Australia,239.96
INV-101610,SKU-104,Stainless Steel Water Bottle,Lifestyle,4,2024-04-05 00:00:00,24.99,CUST-1073,United States,99.96
INV-101611,SKU-109,Laptop Stand Aluminum,Accessories,1,2023-11-20 00:00:00,39.99,CUST-1119,United Kingdom,39.99
INV-101612,SKU-105,Smart Fitness Tracker Band,Wearables,1,2023-05-21 00:00:00,59.99,CUST-1112,Germany,59.99
INV-101613,SKU-109,Laptop Stand Aluminum,Accessories,1,2023-09-19 00:00:00,39.99,CUST-1475,United Kingdom,39.99
INV-101614,SKU-108,Portable Espresso Maker,Kitchen,1,2024-02-24 00:00:00,79.99,CUST-1373,United States,79.99
INV-101615,SKU-104,Stainless Steel Water Bottle,Lifestyle,1,2023-08-29 00:00:00,24.99,CUST-1081,United States,24.99
INV-101616,SKU-107,Organic Cotton Throw Blanket,Home,1,2023-12-21 00:00:00,45.0,CUST-1248,United Kingdom,45.0
INV-101617,SKU-105,Smart Fitness Tracker Band,Wearables,2,2023-06-29 00:00:00,59.99,CUST-1351,United States,119.98
INV-101618,SKU-110,LED Desk Lamp with Wireless Charging,Lighting,5,2023-03-07 00:00:00,49.99,CUST-1050,Canada,249.95
INV-101619,SKU-104,Stainless Steel Water Bottle,Lifestyle,10,2023-12-14 00:00:00,24.99,CUST-1471,Canada,249.9
INV-101620,SKU-105,Smart Fitness Tracker Band,Wearables,1,2023-06-20 00:00:00,59.99,CUST-1441,United States,59.99
INV-101621,SKU-105,Smart Fitness Tracker Band,Wearables,1,2024-04-18 00:00:00,59.99,CUST-1271,United States,59.99
INV-101622,SKU-109,Laptop Stand Aluminum,Accessories,3,2024-06-17 00:00:00,39.99,CUST-1498,Australia,119.97
INV-101623,SKU-109,Laptop Stand Aluminum,Accessories,1,2024-01-02 00:00:00,39.99,CUST-1242,United Kingdom,39.99
INV-101624,SKU-106,USB-C Multiport Adapter,Accessories,2,2023-04-17 00:00:00,34.5,CUST-1499,Australia,69.0
INV-101625,SKU-104,Stainless Steel Water Bottle,Lifestyle,1,2024-03-14 00:00:00,24.99,CUST-1384,United States,24.99
INV-101626,SKU-102,Ergonomic Office Chair,Furniture,1,2023-08-15 00:00:00,229.0,CUST-1364,United Kingdom,229.0
INV-101627,SKU-103,Mechanical Gaming Keyboard,Peripherals,1,2024-03-19 00:00:00,89.5,CUST-1093,United Kingdom,89.5
INV-101628,SKU-102,Ergonomic Office Chair,Furniture,1,2024-03-17 00:00:00,229.0,CUST-1471,Australia,229.0
INV-101629,SKU-105,Smart Fitness Tracker Band,Wearables,2,2024-01-31 00:00:00,59.99,CUST-1247,United States,119.98
INV-101630,SKU-106,USB-C Multiport Adapter,Accessories,1,2023-03-25 00:00:00,34.5,CUST-1091,United States,34.5
INV-101631,SKU-105,Smart Fitness Tracker Band,Wearables,1,2023-01-13 00:00:00,59.99,CUST-1007,United States,59.99
INV-101632,SKU-102,Ergonomic Office Chair,Furniture,1,2024-05-07 00:00:00,229.0,CUST-1306,Australia,229.0
INV-101633,SKU-105,Smart Fitness Tracker Band,Wearables,3,2023-09-25 00:00:00,59.99,CUST-1280,France,179.97
INV-101634,SKU-109,Laptop Stand Aluminum,Accessories,1,2024-06-08 00:00:00,39.99,CUST-1399,India,39.99
INV-101635,SKU-104,Stainless Steel Water Bottle,Lifestyle,1,2023-04-30 00:00:00,24.99,CUST-1473,France,24.99
INV-101636,SKU-110,LED Desk Lamp with Wireless Charging,Lighting,1,2023-12-19 00:00:00,49.99,,United States,49.99
INV-101637,SKU-102,Ergonomic Office Chair,Furniture,1,2023-02-26 00:00:00,229.0,CUST-1405,United States,229.0
INV-101638,SKU-103,Mechanical Gaming Keyboard,Peripherals,1,2023-02-09 00:00:00,89.5,CUST-1112,United States,89.5
INV-101639,SKU-103,Mechanical Gaming Keyboard,Peripherals,2,2023-12-02 00:00:00,89.5,CUST-1464,United States,179.0
INV-101640,SKU-109,Laptop Stand Aluminum,Accessories,1,2023-06-22 00:00:00,39.99,CUST-1446,Canada,39.99
INV-101641,SKU-104,Stainless Steel Water Bottle,Lifestyle,1,2023-09-16 00:00:00,24.99,CUST-1298,Australia,24.99
INV-101642,SKU-101,Wireless Noise-Canceling Headphones,Audio,2,2024-05-31 00:00:00,149.99,CUST-1395,United States,299.98
INV-101643,SKU-101,Wireless Noise-Canceling Headphones,Audio,1,2024-06-06 00:00:00,149.99,CUST-1183,United Kingdom,149.99
INV-101644,SKU-107,Organic Cotton Throw Blanket,Home,1,2023-04-27 00:00:00,45.0,CUST-1261,Australia,45.0
INV-101645,SKU-107,Organic Cotton Throw Blanket,Home,1,2023-07-03 00:00:00,45.0,CUST-1446,United Kingdom,45.0
INV-101646,SKU-102,Ergonomic Office Chair,Furniture,1,2023-04-26 00:00:00,229.0,CUST-1256,United States,229.0
INV-101647,SKU-109,Laptop Stand Aluminum,Accessories,2,2023-06-11 00:00:00,39.99,CUST-1211,United Kingdom,79.98
